TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;PRINCIPIO_ATIVO
MEDICAMENTO;FURP - NEOMICINA + BACITRACINA;14/05/2001;Similar;110390072;30/04/2028;2599100635681;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;BACITRACINA ZÍNCICA + SULFATO DE NEOMICINA
MEDICAMENTO;FURP - PARACETAMOL;04/06/2001;Similar;110390150;30/06/2026;250000218869842;ANALGESICOS NAO NARCOTICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;PARACETAMOL
MEDICAMENTO;FURP - PROPRANOLOL;07/02/2001;Similar;110390111;30/11/2028;2500101012686;BETABLOQUEADORES SIMPLES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;CLORIDRATO DE PROPRANOLOL
MEDICAMENTO;FURP - SULFADIAZINA;27/04/2001;Similar;110390055;31/08/2028;2500100301083;SULFAS SIMPLES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;SULFADIAZINA
MEDICAMENTO;FURP- DIPIRONA;01/02/1982;Similar;110390034;28/02/2027;2599100636181;ANALGESICOS NAO NARCOTICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DIPIRONA + dipirona monoidratada
MEDICAMENTO;FURP- ERITROMICINA;07/05/2001;Similar;110390009;30/04/2010;2599100115580;MACROLIDEOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;ESTEARATO DE ERITROMICINA
MEDICAMENTO;FURP METRONIDAZOL;26/02/2003;Similar;110390154;29/02/2028;25351173126200200;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;BENZOILMETRONIDAZOL
MEDICAMENTO;FURP- PIRAZINAMIDA;07/05/2001;Similar;110390092;31/10/2027;2500101288085;TUBERCULOSTATICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;PIRAZINAMIDA
MEDICAMENTO;FURP-AMPICILINA;17/02/1983;Similar;110390024;29/02/2028;2599100634481;PENICILINA DE AMPLO ESPECTRO;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;AMPICILINA + AMPICILINA SÓDICA
MEDICAMENTO;FURP-AZATIOPRINA;30/04/2001;Similar;110390107;31/10/2028;2500001274488;ANTIMETABOLICOS ANALOGOS DA PURINA;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;AZATIOPRINA
MEDICAMENTO;FURP-BENZILPENICILINA BENZATINA;30/04/2001;Similar;110390094;31/10/2027;2500101283385;PENICILINA G E DERIVADOS (BENZILPENICILINAS);43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;BENZILPENICILINA BENZATINA
MEDICAMENTO;FURP-BENZILPENICILINA PROCAINA + BENZILPENICILINA POTASSICA;07/05/2001;Similar;110390113;31/05/2029;2500100572386;PENICILINA G E DERIVADOS (BENZILPENICILINAS);43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;BENZILPENICILINA POTÁSSICA + BENZILPENICILINA PROCAÍNA
MEDICAMENTO;FURP-CAPTOPRIL;25/07/1997;Similar;110390137;31/07/2027;250000064319716;ANTI-HIPERTENSIVOS SIMPLES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;CAPTOPRIL
MEDICAMENTO;FURP-CEFALEXINA;07/05/2001;Similar;110390025;29/02/2028;2500100927682;CEFALOSPORINAS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;CEFALEXINA + CEFALEXINA MONOIDRATADA
MEDICAMENTO;FURP-DAPSONA;12/02/2001;Similar;110390061;30/11/2028;2599101163777;HANSENOSTATICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DAPSONA
MEDICAMENTO;FURP-DESMOPRESSINA;10/09/1990;Similar;110390115;30/09/2025;2500100504087;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;ACETATO DE DESMOPRESSINA
MEDICAMENTO;FURP-DEXAMETASONA;15/12/1997;Similar;110390005;30/04/2028;2599101165277;HORMONIOS CORTICOSTEROIDES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;ACETATO DE DEXAMETASONA
MEDICAMENTO;FURP-DIAZEPAM;09/12/1994;Similar;110390007;30/04/2010;2599100115880;ANSIOLITICOS SIMPLES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DIAZEPAM + ESTAZOLAM
MEDICAMENTO;FURP-DIAZEPAM;22/04/2013;Similar;110390163;30/04/2028;25351017425201200;ANSIOLITICOS SIMPLES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DIAZEPAM
MEDICAMENTO;FURP-DIGOXINA;17/03/2003;Similar;110390027;29/02/2028;2500100926882;GLICOSIDEOS CARDIACOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;DIGOXINA
MEDICAMENTO;FURP-DONEPEZILA;21/05/2012;Similar;110390162;31/05/2027;25351223553201100;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;CLORIDRATO DE DONEPEZILA
MEDICAMENTO;FURP-ESTREPTOMICINA;27/04/2001;Similar;110390083;28/02/2027;2500101287885;AMINOGLICOSIDEOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;SULFATO DE ESTREPTOMICINA
MEDICAMENTO;FURP-FENOBARBITAL;02/02/1982;Similar;110390037;28/02/2027;2599100634381;ANTICONVULSIVANTES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;FENOBARBITAL + FENOBARBITAL SÓDICO
MEDICAMENTO;FURP-GLIBENCLAMIDA;20/06/2001;Similar;110390151;30/06/2026;253510070880122;ANTIDIABETICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;GLIBENCLAMIDA
MEDICAMENTO;FURP-HALOPERIDOL;26/11/1996;Similar;110390039;28/02/2027;2599100636481;NEUROLEPTICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;HALOPERIDOL
MEDICAMENTO;FURP-HIDROCLOROTIAZIDA;30/04/2001;Similar;110390058;30/11/2028;2500100301283;DIURETICOS SIMPLES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;HIDROCLOROTIAZIDA
MEDICAMENTO;FURP-HIOSCINA;07/05/2001;Similar;110390105;31/10/2028;2500100571086;ANTIESPASMODICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;BUTILBROMETO DE ESCOPOLAMINA
MEDICAMENTO;FURP-ISONIAZIDA;07/05/2001;Similar;110390106;31/10/2028;2500100209487;TUBERCULOSTATICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;ISONIAZIDA
MEDICAMENTO;FURP-LAMIVUDINA;29/02/2000;Similar;110390147;28/02/2025;250000381079910;ANTIVIROTICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;LAMIVUDINA
MEDICAMENTO;FURP-LAMIVUDINA + ZIDOVUDINA;28/01/2000;Similar;110390146;31/01/2025;250000381089982;ANTIVIROTICOS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;LAMIVUDINA + ZIDOVUDINA
MEDICAMENTO;FURP-METRONIDAZOL;30/04/2001;Similar;110390103;31/10/2028;2500100572786;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;BENZOILMETRONIDAZOL + METRONIDAZOL
MEDICAMENTO;FURP-RIFAMPICINA;12/09/2002;Similar;110390016;30/09/2027;2599100369478;RIFAMPICINAS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;RIFAMPICINA
MEDICAMENTO;FURP-SULFAMETOXAZOL + TRIMETOPRIMA;30/04/2001;Similar;110390066;30/09/2027;2599100635781;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;SULFAMETOXAZOL + TRIMETOPRIMA
MEDICAMENTO;FURP-SULFATO FERROSO;14/07/2014;Específico;110390141;30/06/2029;2599100795478;ANTIANEMICOS SIMPLES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;SULFATO FERROSO DESSECADO + SULFATO FERROSO HEPTAIDRATADO
MEDICAMENTO;FUZEON;31/05/2004;Novo;101000617;31/05/2029;25351035055200300;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;ENFUVIRTIDA
MEDICAMENTO;FYCOMPA;25/06/2018;Novo;125760029;31/05/2026;25351174150201800;OUTROS ANTIEPILÉTICOS;68949239000146 - UNITED MEDICAL LTDA;PERAMPANEL
MEDICAMENTO;GABALGIN;14/09/2020;Similar;126750399;30/09/1930;25351300740201400;ANTICONVULSIVANTES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;PREGABALINA
MEDICAMENTO;GABALLON;09/04/2012;Novo;156510040;31/05/2028;25351527096201100;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;CLORIDRATO DE LISINA + CLORIDRATO DE PIRIDOXINA + CLORIDRATO DE TIAMINA + PANTOTENATO DE CÁLCIO + ÁCIDO GAMAMINOBUTÍRICO
MEDICAMENTO;GABANEURIN;20/11/2006;Similar;135690416;30/11/2026;25351184293200500;ANTICONVULSIVANTES;00923140000131 - EMS SIGMA PHARMA LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;04/07/2016;Genérico;100470594;31/07/2026;25351012054201100;ANTICONVULSIVANTES;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;28/01/2019;Genérico;105730626;31/12/2026;25351852882201800;ANTICONVULSIVANTES;60659463002992 - Aché Laboratórios Farmacêuticos S.A;GABAPENTINA
MEDICAMENTO;GABAPENTINA;02/03/2020;Genérico;109740291;31/05/2028;25351654287201900;ANTICONVULSIVANTES;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;22/10/2018;Genérico;141070615;31/10/2028;25351405976201800;ANTICONVULSIVANTES;02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;GABAPENTINA
MEDICAMENTO;GABAPENTINA;18/02/2013;Genérico;125680238;29/02/2028;25351450682201100;ANTICONVULSIVANTES;73856593000166 - PRATI DONADUZZI & CIA LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;03/06/2013;Genérico;151670042;30/06/2028;25351589652200900;ANTICONVULSIVANTES;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;22/09/2003;Genérico;123520141;30/09/2028;25351013513200300;ANTICONVULSIVANTES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;23/10/2006;Genérico;102350758;31/10/2026;25351110926200500;ANTICONVULSIVANTES;57507378000365 - EMS S/A;GABAPENTINA
MEDICAMENTO;GABAPENTINA;30/10/2006;Genérico;105830432;31/10/2026;25351114340200500;ANTICONVULSIVANTES;45992062000165 - GERMED FARMACEUTICA LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;03/08/2009;Genérico;102350965;31/08/2029;25351550070200800;ANTICONVULSIVANTES;57507378000365 - EMS S/A;GABAPENTINA
MEDICAMENTO;GABAPENTINA;17/04/2017;Genérico;183260286;30/04/2027;25351101208201700;ANTICONVULSIVANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;GABAPENTINA
MEDICAMENTO;GABAPENTINA;14/02/2011;Genérico;167730278;31/10/2026;25351671391201000;ANTICONVULSIVANTES;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;06/04/2015;Genérico;110390201;30/04/2025;25351531247201400;ANTICONVULSIVANTES;43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;GABAPENTINA
MEDICAMENTO;GABAPENTINA;30/12/2019;Genérico;143810248;31/12/2024;25351545509201900;ANTICONVULSIVANTES;02814497000107 - CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;GABAPENTINA
MEDICAMENTO;GABAPENTINA;02/09/2013;Genérico;103700599;30/09/2028;25351058584201000;ANTICONVULSIVANTES;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;GABAPENTINA
MEDICAMENTO;GABAPENTINA;27/07/2009;Genérico;105830661;31/07/2029;25351550669200800;ANTICONVULSIVANTES;45992062000165 - GERMED FARMACEUTICA LTDA;GABAPENTINA
MEDICAMENTO;GADOVIST;17/02/2010;Novo;170560051;28/02/2025;25351626330200800;CONTRASTES RADIOLOGICOS;18459628000115 - BAYER S.A.;GADOBUTROL
MEDICAMENTO;GAESO;22/10/2018;Similar;105730531;31/10/2028;25351419602201800;ANTIULCEROSOS;60659463002992 - Aché Laboratórios Farmacêuticos S.A;ESOMEPRAZOL MAGNÉSICO
MEDICAMENTO;GALAFOLD;02/12/2019;Novo;178730001;31/12/2024;25351306618201900;VÁRIOS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO;24331585000190 - MULTICARE PHARMACEUTICALS LTDA;CLORIDRATO DE MIGALASTATE
MEDICAMENTO;GALAMER;02/09/2019;Similar;146820086;30/09/2029;25351067609201400;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA;HIDROBROMETO DE GALANTAMINA
MEDICAMENTO;GALENOGAL ELIXIR;05/06/2006;Fitoterápico;106890158;30/06/2026;25351123083200600;ANALGESICOS + FITOTERAPICO SIMPLES;92695691000103 - KLEY HERTZ FARMACEUTICA S.A;SALIX ALBA L.
MEDICAMENTO;GAL-IPEN;17/02/2020;Radiofármaco;181000019;28/02/2023;25351398806201500;AGENTES DIAGNOSTICOS RADIOATIVOS;00402552000126 - COMISSAO NACIONAL DE ENERGIA NUCLEAR;citrato de gálio 67Ga
MEDICAMENTO;GALMIN;05/09/2016;Similar;126750199;30/09/2026;25351708637201300;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;BROMIDRATO DE GALANTAMINA
MEDICAMENTO;GALVUS;23/04/2007;Novo;100681050;30/04/2027;25351140327200600;ANTIDIABETICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;vildagliptina
MEDICAMENTO;GALVUS MET;26/01/2009;Novo;100681059;31/01/2029;25351370389200700;ANTIDIABETICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CLORIDRATO DE METFORMINA + vildagliptina
MEDICAMENTO;GALZET;12/09/2016;Similar;167730438;30/09/2026;25351706691201300;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;BROMIDRATO DE GALANTAMINA
MEDICAMENTO;GAMA ANTI-D GRIFOLS;10/08/2000;Biológico;136410004;31/08/2026;253510012740194;IMUNOGLOBULINAS;02513899000171 - GRIFOLS BRASIL LTDA;IMUNOGLOBULINA ANTI-D
MEDICAMENTO;GAMA ANTI-HEPATITE B GRIFOLS;20/08/2001;Similar;136410005;31/08/2026;253510036850160;IMUNOGLOBULINAS;02513899000171 - GRIFOLS BRASIL LTDA;IMUNOGLOBULINA HUMANA ANTI-HEPATITE B
MEDICAMENTO;GAMA ANTI-TETANO GRIFOLS;03/08/2001;Similar;136410008;31/08/2026;253510114100127;IMUNOGLOBULINAS;02513899000171 - GRIFOLS BRASIL LTDA;imunoglobulina antitetânica
MEDICAMENTO;GAMAGLOBULINA IM GRIFOLS;21/02/2002;Biológico;136410006;28/02/2027;253510036830134;IMUNOGLOBULINAS;02513899000171 - GRIFOLS BRASIL LTDA;IMUNOGLOBULINA HUMANA 
MEDICAMENTO;GAMALINE V;27/04/2004;Fitoterápico;118600061;30/04/2029;25351014005200300;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES;78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA;BORAGO OFFICINALIS L.
MEDICAMENTO;GAMAX;04/07/2003;Fitoterápico;115570057;31/07/2028;25351001218200300;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES;08939548000103 - INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;BORAGO OFFICINALIS L.
MEDICAMENTO;GAMIBETAL;25/07/2016;Similar;104920235;31/07/2026;25351723686201400;ANTICONVULSIVANTES;33150764000112 - BIOLAB FARMA GENERICOS LTDA;GABAPENTINA
MEDICAMENTO;GAMMANORM;02/01/2018;Biológico;139710016;31/01/2028;25351491158201100;IMUNOGLOBULINAS;02552927000160 - OCTAPHARMA BRASIL LTDA;IMUNOGLOBULINA HUMANA 
MEDICAMENTO;GAMMAR;26/12/2011;Novo;156510033;31/12/2029;25351526547201100;NEUROPSICOESTIMULANTES;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;ÁCIDO GAMAMINOBUTÍRICO
MEDICAMENTO;GAMUNEX;04/12/2017;Biológico;136410011;31/12/2027;25351372018201500;IMUNOGLOBULINAS;02513899000171 - GRIFOLS BRASIL LTDA;IMUNOGLOBULINA HUMANA 
MEDICAMENTO;GANCICLOTRAT;30/12/1996;Similar;104970251;31/12/2026;250000043579611;ANTIVIROTICOS;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;GANCICLOVIR SÓDICO
MEDICAMENTO;GANCICLOVIR SODICO;17/01/2002;Genérico;100430762;31/01/2027;253510236400184;ANTIVIROTICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;GANCICLOVIR SÓDICO
MEDICAMENTO;GANFORT;22/10/2007;Novo;101470171;31/10/2027;25351312372200600;ANTIGLAUCOMATOSOS;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;BIMATOPROSTA + MALEATO DE TIMOLOL
MEDICAMENTO;GANVIRAX;22/05/2000;Similar;116370037;31/05/2025;250000018049914;ANTIVIROTICOS;58430828000160 - BLAU FARMACÊUTICA S.A.;GANCICLOVIR
MEDICAMENTO;GAPEM;14/10/2019;Similar;125680296;31/10/2029;25351325445201900;ANTICONVULSIVANTES;73856593000166 - PRATI DONADUZZI & CIA LTDA;GABAPENTINA
MEDICAMENTO;GARASONE;17/08/2015;Novo;178170794;31/05/2028;25351261785201500;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;FOSFATO DE DISSÓDICO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA + SULFATO DE GENTAMICINA
MEDICAMENTO;GARDASIL;28/08/2006;Biológico;100290171;31/08/2026;25351005555200600;VACINAS;45987013000134 - MERCK SHARP & DOHME FARMACEUTICA LTDA;Partícula semelhante a vírus de proteína L1 do HPV do tipo 11 + Partícula semelhante a vírus de proteína L1 do HPV do tipo 16 + Partícula semelhante a vírus de proteína L1 do HPV do tipo 18 + Partícula semelhante a vírus de proteína L1 do HPV do tipo 6
MEDICAMENTO;GARDASIL 9;26/12/2017;Biológico;100290199;31/12/2027;25351535180201500;VACINAS;45987013000134 - MERCK SHARP & DOHME FARMACEUTICA LTDA;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 31 + PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 33 + PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 45 + PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 52 + PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 58 + Partícula semelhante a vírus de proteína L1 do HPV do tipo 11 + Partícula semelhante a vírus de proteína L1 do HPV do tipo 16 + Partícula semelhante a vírus de proteína L1 do HPV do tipo 18 + Partícula semelhante a vírus de proteína L1 do HPV do tipo 6
MEDICAMENTO;GARDENAL;03/06/2019;Novo;183260323;31/10/2029;25351190335201900;ANTICONVULSIVANTES;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;FENOBARBITAL
MEDICAMENTO;GARGABEM;14/05/2018;Similar;104810138;31/05/2028;25351240247201600;ANTINFLAMATORIOS;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE BENZIDAMINA
MEDICAMENTO;GARGOJUICE;17/05/2002;Similar;105710007;31/05/1930;2599100447880;ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE;18324343000177 - BELFAR LTDA;CLORETO DE CETILPIRIDÍNIO + CLORIDRATO DE BENZIDAMINA
MEDICAMENTO;GARRA DO DIABO HERBARIUM;16/01/2003;Fitoterápico;118600035;31/01/2028;2502323003695;ANTINFLAMATORIOS ANTIREUMATICOS + FITOTERAPICO SIMPLES;78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA;HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.
MEDICAMENTO;GARRA EC;20/04/2009;Fitoterápico;116780015;30/04/2029;25351635611200800;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES;79634572000182 - AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA;HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.
MEDICAMENTO;GASCOL PEP;23/03/2020;Específico;141070631;31/03/1930;25351586364201900;ANTIACIDO;02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;CARBONATO DE CÁLCIO + HIDROXIDO DE ALUMÍNIO + HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO
MEDICAMENTO;GASTRALIV;25/07/1996;Similar;104400085;31/07/2001;250000077249053;ANTIULCEROSOS;33173097000274 - CELLERA FARMACÊUTICA S.A.;CIMETIDINA
MEDICAMENTO;GASTRILESS BIONATUS;27/09/2001;Fitoterápico;120090014;30/09/2016;250000013329323;ANTIULCEROSOS + FITOTERAPICO SIMPLES;68032192000151 - BIONATUS LABORATÓRIO BOTÂNICO LTDA;Maytenus ilicifolia Mart. ex Reissek
MEDICAMENTO;GASTRINON;20/09/2004;Fitoterápico;154000043;30/09/2029;25351000557200300;ANTIACIDOS E ANTIULCEROSOS;56646953000186 - LABORATORIO VITALAB LTDA;MAYTENUS ILICIFOLIA MART.EX.REISS
MEDICAMENTO;GASTRIUM;31/10/2001;Similar;105730216;31/12/2029;2500001339792;ANTIACIDOS E ANTIULCEROSOS;60659463002992 - Aché Laboratórios Farmacêuticos S.A;OMEPRAZOL
MEDICAMENTO;GASTROFTAL;24/02/2000;Específico;117170021;30/04/2025;250000008519951;ANTIACIDO;25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;CARBONATO DE CÁLCIO + HIDROXIDO DE ALUMÍNIO + HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO
MEDICAMENTO;GASTROGEL;31/12/1998;Específico;109170038;31/12/2028;250000146199331;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS;17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;DIMETICONA + GEL DE HIDRÓXIDO DE ALUMINIO + HIDROXIDO DE ALUMÍNIO + HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + SIMETICONA
MEDICAMENTO;GASTROL;10/12/2012;Específico;155840396;30/06/2028;25351535210201200;ANTIACIDO;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CARBONATO DE CÁLCIO + HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO
MEDICAMENTO;GASTROL TC;29/10/2012;Específico;155840384;31/08/2026;25351535259201200;ANTIACIDO;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + SIMETICONA
MEDICAMENTO;GASTROLIV;26/08/2002;Específico;115600111;31/08/2027;253510270510175;ANTIACIDO;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;CARBONATO DE CÁLCIO + HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO
MEDICAMENTO;GASTRONAN;28/11/2005;Fitoterápico;117170061;30/11/2025;25351324573200500;FITOTERAPICO SIMPLES;25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;MAYTENUS ILICIFOLIA MART.EX.REISS + Maytenus ilicifolia Mart. ex Reissek
MEDICAMENTO;GASTROPLANTAS;28/03/2011;Fitoterápico;116780018;31/03/2016;25351010355201000;ANTIACIDOS E ANTIULCEROSOS;79634572000182 - AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA;Maytenus ilicifolia Mart. ex Reissek
MEDICAMENTO;GASTROSIL;02/05/2005;Fitoterápico;121070007;31/05/2025;25351016852200400;ANTIULCEROSOS;49345358000145 - APIS FLORA INDUSTRIAL  E COMERCIAL LTDA;Maytenus ilicifolia Mart. ex Reissek
MEDICAMENTO;GATIFLOXACINO;23/11/2020;Genérico;154230315;30/11/1930;25351706654201300;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;GATIFLOXACINO
MEDICAMENTO;GAUDY;12/08/2019;Similar;102351308;31/08/2029;25351078819201900;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;57507378000365 - EMS S/A;BROMIDRATO DE GALANTAMINA
MEDICAMENTO;GÁZIA;18/02/2015;Similar;194270004;28/02/2025;25351590413201300;ANTIACIDOS E ANTIULCEROSOS SIMPLES;14806008000154 - MOMENTA FARMACÊUTICA LTDA.;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO
MEDICAMENTO;GAZYVA;23/03/2015;Biológico;101000660;31/03/1930;25351430353201300;ANTINEOPLASICO;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;obinutuzumabe
MEDICAMENTO;GCIB;24/12/2018;Similar;102980497;31/12/2028;25351819402201600;ANTINEOPLASICO;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CLORIDRATO DE GENCITABINA
MEDICAMENTO;GELAFUNDIN;07/04/1999;Específico;100850115;30/04/2029;250000387439870;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS;31673254000102 - LABORATÓRIOS B. BRAUN S/A;GELATINA + succinilgelatina
